Property_ID,Property_Name,City,Neighborhood,Price,Bedrooms,Bathrooms,Square_Feet,Property_Type,Latitude,Longitude,School_Distance,Parking,Age_of_Property,Status,Builder,Listing_Date
PROP00370,Janakpuri Heights,Delhi,Janakpuri,14668000,1,1,618,Studio,28.647027,77.161988,6.6,Yes,2,Sold,Puravankara,2024-03-04
PROP00490,Pitampura Gardens,Delhi,Pitampura,38767000,3,2,1897,Apartment,28.701976,77.12146,7.8,Yes,25,Under Construction,Independent Builder,2024-03-19
PROP00060,Electronic City Towers,Bangalore,Electronic City,35403000,4,4,2972,Independent House,12.969095,77.56779,6.2,No,10,Under Construction,Sobha Ltd,2025-11-29
PROP01001,Jayanagar Enclave,Bangalore,Jayanagar,8959000,3,3,956,Apartment,13.015612,77.634656,3.7,Yes,25,Sold,Oberoi Realty,2023-05-16
PROP00696,Banjara Hills Enclave,Hyderabad,Banjara Hills,11460000,3,2,1432,Apartment,17.375614,78.465865,0.6,No,7,Available,Sobha Ltd,2024-04-04
PROP00614,Secunderabad Residency,Hyderabad,Secunderabad,57790000,3,3,3660,Villa,17.424347,78.520966,5.7,Yes,2,Under Construction,Independent Builder,2024-12-17
PROP01130,Thaltej Heights,Ahmedabad,Thaltej,31648000,3,3,3057,Penthouse,23.070759,72.551001,2,Yes,0,Under Construction,Prestige Group,2025-08-09
PROP01094,Jayanagar Homes,Bangalore,Jayanagar,39023000,3,2,2546,Independent House,13.025355,77.67155,6.7,Yes,7,Under Construction,Godrej Properties,2022-10-19
PROP00786,Malad Heights,Mumbai,Malad,71088000,1,1,1721,Apartment,19.144412,72.957257,5.1,No,1,Available,Independent Builder,2026-03-18
PROP00114,Rohini Gardens,Delhi,Rohini,38460000,1,1,1475,Apartment,28.695318,77.036547,5.5,Yes,25,Available,Godrej Properties,2025-01-31
PROP00051,OMR Gardens,Chennai,OMR,6218000,1,1,871,Apartment,13.01471,80.191128,3.7,No,3,Available,Lodha Group,2025-12-18
PROP00676,Vasant Kunj Residency,Delhi,Vasant Kunj,34665000,3,3,1808,Independent House,28.663341,77.147305,6.3,Yes,25,Available,Godrej Properties,2022-10-22
PROP00322,Adyar Towers,Chennai,Adyar,7817000,2,2,664,Apartment,13.014122,80.265923,1.7,Yes,7,Sold,Godrej Properties,2026-04-23
PROP00268,Rohini Residency,Delhi,Rohini,15717000,3,2,1121,Apartment,28.649849,77.157862,0.2,No,1,Available,Brigade Group,2025-05-07
PROP01019,Miyapur Towers,Hyderabad,Miyapur,18491000,4,3,1918,Apartment,17.399027,78.55669,1.8,No,25,Available,Prestige Group,2024-03-11
PROP00349,Kharadi Enclave,Pune,Kharadi,6917000,2,1,973,Apartment,18.527017,73.904717,6.9,Yes,15,Under Construction,Oberoi Realty,2026-04-27
PROP00336,Hinjewadi Heights,Pune,Hinjewadi,9083000,3,3,1278,Apartment,18.499133,73.869845,2,Yes,0,Sold,Tata Housing,2023-03-22
PROP00093,Gachibowli Enclave,Hyderabad,Gachibowli,14905000,3,3,1884,Apartment,17.381101,78.430838,0.7,Yes,5,Under Construction,Godrej Properties,2024-10-30
PROP00706,Koramangala Estate,Bangalore,Koramangala,78379000,4,4,5307,Penthouse,13.046267,77.614407,5.4,Yes,10,Available,Lodha Group,2022-02-01
PROP00763,Kondapur Gardens,Hyderabad,Kondapur,28335000,3,3,2627,Independent House,17.428789,78.484098,6.5,No,20,Available,Sobha Ltd,2022-03-01
PROP00821,Vastrapur Towers,Ahmedabad,Vastrapur,6861000,4,4,1040,Apartment,23.056547,72.523366,1.2,Yes,0,Available,Puravankara,2024-07-29
PROP00391,Janakpuri Gardens,Delhi,Janakpuri,20966000,2,,2097,Apartment,28.698342,77.098697,3.9,Yes,7,Sold,Oberoi Realty,2024-08-29
PROP00519,Indiranagar Heights,Bangalore,Indiranagar,18711000,2,2,1078,Apartment,13.03552,77.5229,2.1,Yes,10,Available,Shapoorji Pallonji,2024-02-28
PROP00886,Porur Estate,Chennai,Porur,8631000,4,3,1115,Apartment,13.146145,80.195112,4.9,No,1,Under Construction,Sobha Ltd,2025-09-17
PROP00451,Marathahalli Estate,Bangalore,Marathahalli,8097000,1,1,617,Apartment,13.029258,77.563087,5.7,No,7,Available,Local Developer,2024-03-07
PROP00563,Satellite Residency,Ahmedabad,Satellite,29485000,4,4,3204,Villa,22.954914,72.613574,5.5,Yes,10,Available,Sobha Ltd,2026-01-03
PROP00634,Bandra Towers,Mumbai,Bandra,61393000,3,3,2696,Independent House,19.151457,72.883682,7.8,Yes,7,Under Construction,Lodha Group,2025-07-06
PROP00778,Marathahalli Enclave,Bangalore,Marathahalli,7166000,3,3,687,Apartment,12.921628,77.625647,4.4,Yes,0,Available,Puravankara,2025-05-02
PROP00406,Hinjewadi Homes,Pune,Hinjewadi,13387000,1,1,1110,Apartment,18.467288,73.835888,1.5,Yes,20,Available,Godrej Properties,2026-06-09
PROP00596,SG Highway Homes,Ahmedabad,SG Highway,25873000,3,2,2869,Independent House,22.967971,72.494851,3.3,No,25,Available,Brigade Group,2026-04-01
PROP00716,SG Highway Towers,Ahmedabad,SG Highway,1984000,1,1,413,Studio,22.945965,72.51407,6,Yes,1,Available,Local Developer,2025-01-24
PROP00805,Greater Kailash Court,Delhi,Greater Kailash,59789000,2,1,2195,Independent House,28.688373,77.145918,2.6,Yes,25,Available,Puravankara,2024-10-25
PROP00633,OMR Court,Chennai,OMR,35594000,3,3,4689,Penthouse,13.099526,80.249758,0.8,Yes,1,Available,Tata Housing,2023-08-27
PROP00760,Kukatpally Towers,Hyderabad,Kukatpally,15073000,3,3,1469,Independent House,17.319194,78.489309,,Yes,0,Available,Puravankara,2025-02-16
PROP00680,Janakpuri Gardens,Delhi,Janakpuri,7096000,2,2,610,Apartment,28.637451,77.133156,1.2,Yes,10,Available,Godrej Properties,2023-12-15
PROP00785,Kondapur Homes,Hyderabad,Kondapur,54672000,3,3,4401,Villa,17.451529,78.487147,0.3,Yes,0,Sold,Independent Builder,2024-09-07
PROP00433,Hadapsar Estate,Pune,Hadapsar,20354000,3,3,1608,Independent House,18.486714,73.855194,6.6,Yes,20,Available,Shapoorji Pallonji,2026-02-24
PROP00755,Indiranagar Towers,Bangalore,Indiranagar,14625000,2,2,1546,Apartment,12.918691,77.664873,,Yes,2,Sold,Prestige Group,2022-07-16
PROP00893,Hinjewadi Enclave,Pune,Hinjewadi,7963000,4,3,1262,Independent House,18.526414,73.929985,7.5,Yes,3,Available,Independent Builder,2023-01-05
PROP00898,Porur Court,Chennai,Porur,11358000,2,2,1296,Independent House,13.058982,80.276742,6.6,No,15,Available,Prestige Group,2024-11-07
PROP00642,Hinjewadi Heights,Pune,Hinjewadi,34825000,3,2,3029,Independent House,18.540361,73.822621,7,Yes,10,Sold,Lodha Group,2026-07-19
PROP00404,Gachibowli Heights,Hyderabad,Gachibowli,5549000,4,4,817,Apartment,17.312993,78.455874,6.4,No,20,Available,Tata Housing,2022-05-11
PROP00190,Thane Enclave,Mumbai,Thane,32273000,2,2,830,Apartment,19.116505,72.819003,7.9,Yes,0,Available,DLF Ltd,2025-06-03
PROP00638,Satellite Heights,Ahmedabad,Satellite,12106000,2,2,1470,Independent House,22.985325,72.641576,4.9,Yes,0,Available,Brigade Group,2025-12-19
PROP00335,Secunderabad Gardens,Hyderabad,Secunderabad,99922000,3,3,5474,Penthouse,17.387817,78.565646,2.6,Yes,2,Available,Brigade Group,2022-02-14
PROP00232,Marathahalli Homes,Bangalore,Marathahalli,39269000,3,3,2769,Villa,13.010151,77.636119,7,Yes,15,Sold,Godrej Properties,2023-09-30
PROP00108,SG Highway Estate,Ahmedabad,SG Highway,5612000,4,4,941,Apartment,23.067435,72.629928,2.8,Yes,5,Available,Oberoi Realty,2026-03-03
PROP00530,Adyar Towers,Chennai,Adyar,6335000,1,1,515,Studio,13.0678,80.210175,4.2,No,5,Available,DLF Ltd,2026-01-17
PROP00424,Porur Court,Chennai,Porur,24283000,4,3,1977,Apartment,13.073941,80.239353,1.2,Yes,1,Sold,Sobha Ltd,2024-09-18
PROP00278,Saket Heights,Delhi,Saket,11786000,2,2,947,Apartment,28.752046,77.15886,6.8,No,25,Available,Lodha Group,2025-10-07
PROP00454,Whitefield Residency,Bangalore,Whitefield,17528000,3,2,1680,Independent House,12.905191,77.624679,7,Yes,5,Available,Shapoorji Pallonji,2023-10-30
PROP00082,Satellite Towers,Ahmedabad,Satellite,23803000,5,5,3779,Penthouse,22.967257,72.56855,6.8,Yes,15,Available,Lodha Group,2025-03-21
PROP00279,Koramangala Gardens,Bangalore,Koramangala,16906000,3,3,1547,Apartment,12.999007,77.552125,2.4,Yes,2,Available,Puravankara,2023-11-04
PROP00784,Thane Towers,Mumbai,Thane,15520000,1,1,527,Studio,19.094716,72.937907,7.4,Yes,7,Available,Local Developer,2022-01-22
PROP00788,Malad Residency,Mumbai,Malad,255383000,3,2,5183,Penthouse,19.103519,72.941647,7.2,Yes,20,Sold,Brigade Group,2024-11-23
PROP00565,Prahlad Nagar Enclave,Ahmedabad,Prahlad Nagar,2759000,1,,541,Studio,22.945066,72.495871,0.3,Yes,25,Sold,Sobha Ltd,2022-07-17
PROP00473,Karol Bagh Gardens,Delhi,Karol Bagh,22904000,3,3,1332,Apartment,28.657157,77.056991,6.6,,7,Available,Prestige Group,2022-02-28
PROP00859,Satellite Enclave,Ahmedabad,Satellite,6215000,3,3,1076,Apartment,23.028898,72.644505,5.4,Yes,10,Available,Tata Housing,2023-02-06
PROP00003,Andheri Court,Mumbai,Andheri,31528000,2,,1254,Apartment,19.002952,72.871208,1.2,No,0,Sold,Independent Builder,2025-06-20
PROP00747,Baner Estate,Pune,Baner,27541000,2,2,2443,Independent House,18.523654,73.82741,1.7,Yes,2,Available,Brigade Group,2023-04-18
PROP00555,Yelahanka Towers,Bangalore,Yelahanka,27136000,4,4,2381,Villa,12.896729,77.624844,4,Yes,2,Available,Oberoi Realty,2023-08-05
PROP00758,Koramangala Heights,Bangalore,Koramangala,28499000,3,3,2689,Independent House,12.97273,77.558777,5.1,Yes,5,Under Construction,DLF Ltd,2024-06-06
PROP01003,Jayanagar Court,Bangalore,Jayanagar,22252000,3,2,1341,Apartment,12.9041,77.561632,6.6,No,0,Under Construction,Puravankara,2022-05-19
PROP00962,Hinjewadi Heights,Pune,Hinjewadi,8885000,1,1,643,Studio,18.567164,73.90865,3.3,No,0,Under Construction,Shapoorji Pallonji,2022-03-27
PROP00865,Yelahanka Enclave,Bangalore,Yelahanka,18004000,1,1,1583,Apartment,13.0422,77.674367,1.7,Yes,0,Available,Local Developer,2023-12-26
PROP00587,Yelahanka Estate,Bangalore,Yelahanka,67478000,5,5,4109,Villa,12.993692,77.66531,2.7,Yes,0,Under Construction,Local Developer,2023-10-29
PROP00552,Banjara Hills Court,Hyderabad,Banjara Hills,47480000,5,5,4959,Villa,17.440328,78.475307,7.5,No,2,Available,Shapoorji Pallonji,2022-03-03
PROP00609,Thane Gardens,Mumbai,Thane,111506000,4,4,3366,Villa,19.039783,72.813371,7.8,Yes,7,Under Construction,Godrej Properties,2022-12-26
PROP00870,Pitampura Estate,Delhi,Pitampura,19394000,2,2,2107,Apartment,28.642867,77.072286,1,No,2,Sold,Lodha Group,2022-09-13
PROP00717,Secunderabad Residency,Hyderabad,Secunderabad,6935000,4,,754,Apartment,17.411832,78.46929,5.6,Yes,10,Available,Oberoi Realty,2022-10-31
PROP00130,Velachery Gardens,Chennai,Velachery,59905000,4,4,4712,Villa,13.030409,80.33664,2.9,Yes,25,Sold,Local Developer,2025-10-26
PROP00529,HSR Layout Homes,Bangalore,HSR Layout,7999000,1,1,490,Studio,12.895299,77.66977,5.5,Yes,25,Sold,Puravankara,2022-01-05
PROP00884,Vastrapur Gardens,Ahmedabad,Vastrapur,13889000,3,3,2000,Apartment,22.959269,72.623607,2,,25,Under Construction,Sobha Ltd,2024-08-10
PROP00766,Adyar Enclave,Chennai,Adyar,23409000,2,1,2798,Independent House,13.059132,80.313262,0.7,Yes,15,Available,Shapoorji Pallonji,2023-02-11
PROP00496,Kondapur Homes,Hyderabad,Kondapur,18840000,3,3,2473,Independent House,17.424881,78.513429,1.2,Yes,1,Sold,Godrej Properties,2026-06-14
PROP00759,Porur Enclave,Chennai,Porur,11560000,3,2,1903,Apartment,13.10422,80.191975,1.3,No,2,Sold,Lodha Group,2024-08-20
PROP01046,Secunderabad Heights,Hyderabad,Secunderabad,4235000,1,1,573,Studio,17.374327,78.432077,6.3,Yes,10,Available,Sobha Ltd,2024-04-26
PROP00833,Wakad Estate,Pune,Wakad,12686000,2,1,1049,Apartment,18.516765,73.792423,7.1,Yes,5,Sold,Godrej Properties,2023-02-07
PROP00412,Greater Kailash Enclave,Delhi,Greater Kailash,5635000,1,1,542,Studio,28.717715,77.031194,3.6,Yes,20,Available,Oberoi Realty,2024-02-04
PROP00427,Bandra Enclave,Mumbai,Bandra,92542000,3,3,2123,Apartment,19.14445,72.822669,7.8,Yes,25,Sold,Puravankara,2023-08-17
PROP00581,Thane Homes,Mumbai,Thane,117821000,3,3,2733,Independent House,19.059675,72.846996,7.9,No,0,Available,Local Developer,2024-05-05
PROP00029,T Nagar Enclave,Chennai,T Nagar,24473000,3,3,2238,Independent House,13.054889,80.302253,4.5,Yes,7,Sold,Oberoi Realty,2025-10-19
PROP00281,Secunderabad Heights,Hyderabad,Secunderabad,9771000,2,1,1547,Apartment,17.408288,78.419816,,Yes,15,Available,Local Developer,2025-07-07
PROP00297,Greater Kailash Homes,Delhi,Greater Kailash,194495000,3,3,5794,Penthouse,28.720139,77.036603,2.3,Yes,0,Sold,Local Developer,2024-02-27
PROP00853,Rohini Court,Delhi,Rohini,40654000,3,3,2178,Independent House,28.775283,77.025083,3.2,No,7,Under Construction,Godrej Properties,2023-12-28
PROP00198,Marathahalli Enclave,Bangalore,Marathahalli,19285000,1,1,1088,Apartment,12.992005,77.593984,4.2,Yes,10,Under Construction,Prestige Group,2024-01-24
PROP00033,Worli Homes,Mumbai,Worli,8899000,1,1,412,Studio,19.070343,72.882681,4.6,Yes,10,Sold,Local Developer,2024-10-30
PROP00666,Navrangpura Residency,Ahmedabad,Navrangpura,9486000,4,4,1382,Apartment,22.943088,72.563489,6.7,Yes,25,Available,Tata Housing,2022-07-19
PROP00326,Satellite Homes,Ahmedabad,Satellite,6012000,4,3,865,Apartment,22.959683,72.569455,2.7,Yes,10,Sold,DLF Ltd,2025-11-12
PROP00891,Bandra Court,Mumbai,Bandra,125414000,3,3,5296,Penthouse,19.153621,72.799713,2.7,Yes,0,Sold,Tata Housing,2025-02-27
PROP00100,Maninagar Heights,Ahmedabad,Maninagar,26990000,4,4,3178,Independent House,23.070701,72.513544,2.2,No,5,Sold,Godrej Properties,2025-12-27
PROP00632,Prahlad Nagar Residency,Ahmedabad,Prahlad Nagar,8301000,2,2,1680,Apartment,22.949798,72.529515,,Yes,3,Under Construction,Lodha Group,2026-06-08
PROP00128,Madhapur Homes,Hyderabad,Madhapur,18144000,2,2,2422,Independent House,17.409895,78.562229,4.7,Yes,0,Sold,Prestige Group,2024-12-09
PROP00269,Maninagar Homes,Ahmedabad,Maninagar,7376000,3,3,1676,Apartment,23.055729,72.575463,7.7,Yes,15,Available,Shapoorji Pallonji,2025-01-04
PROP00149,Kukatpally Enclave,Hyderabad,Kukatpally,18963000,2,1,2095,Apartment,17.440895,78.454818,5.7,No,0,Sold,Oberoi Realty,2025-02-15
PROP00508,Tambaram Enclave,Chennai,Tambaram,29392000,4,4,2431,Villa,13.127268,80.26339,1.3,No,7,Available,DLF Ltd,2024-05-20
PROP00310,Janakpuri Estate,Delhi,Janakpuri,43359000,3,2,1713,Independent House,28.631733,77.038336,1.5,Yes,3,Available,Independent Builder,2022-07-17
PROP00769,Karol Bagh Gardens,Delhi,Karol Bagh,7230000,1,1,389,Studio,28.736658,77.139722,0.4,Yes,0,Sold,Oberoi Realty,2023-02-02
PROP01063,Indiranagar Homes,Bangalore,Indiranagar,33932000,2,2,2075,Independent House,12.924448,77.643059,1.9,Yes,15,Available,Puravankara,2022-05-27
PROP00369,Yelahanka Enclave,Bangalore,Yelahanka,16954000,3,2,1642,Independent House,12.909557,77.640191,6.3,Yes,10,Available,Puravankara,2024-10-21
PROP00977,Hitech City Towers,Hyderabad,Hitech City,70736000,4,4,4567,Villa,17.341055,78.448695,0.7,No,0,Under Construction,Oberoi Realty,2022-02-26
PROP00835,Hadapsar Gardens,Pune,Hadapsar,82894000,4,4,5590,Penthouse,18.468645,73.857867,4.2,Yes,3,Under Construction,Sobha Ltd,2023-11-30
PROP00718,Yelahanka Estate,Bangalore,Yelahanka,5909000,3,2,572,Apartment,12.994817,77.657515,5,Yes,5,Under Construction,Puravankara,2026-01-20
PROP00341,Viman Nagar Residency,Pune,Viman Nagar,18377000,2,2,2140,Apartment,18.588262,73.791035,5.4,,5,Available,Brigade Group,2023-12-07
PROP00578,Greater Kailash Residency,Delhi,Greater Kailash,126709000,5,4,3927,Penthouse,28.683009,77.031733,3.2,No,2,Available,DLF Ltd,2024-01-11
PROP00097,Electronic City Residency,Bangalore,Electronic City,11381000,2,2,1249,Apartment,13.051596,77.539391,2.5,Yes,15,Sold,Local Developer,2024-12-14
PROP00887,Electronic City Court,Bangalore,Electronic City,38039000,3,2,2185,Apartment,12.914677,77.600938,5.5,Yes,0,Under Construction,DLF Ltd,2025-12-29
PROP00570,Baner Estate,Pune,Baner,15637000,4,4,1427,Apartment,18.449988,73.836624,2.5,,7,Available,DLF Ltd,2023-05-03
PROP00329,Koramangala Heights,Bangalore,Koramangala,23051000,4,3,1588,Independent House,13.014117,77.539261,2.4,No,25,Available,Godrej Properties,2024-12-07
PROP00261,Kukatpally Homes,Hyderabad,Kukatpally,43039000,3,2,4672,Penthouse,17.439211,78.483969,4.2,Yes,20,Available,Prestige Group,2022-08-01
PROP00956,Kukatpally Enclave,Hyderabad,Kukatpally,18132000,1,1,2034,Apartment,17.44683,78.517887,2.3,Yes,20,Available,Local Developer,2025-11-17
PROP00824,Secunderabad Gardens,Hyderabad,Secunderabad,21070000,2,2,1799,Independent House,17.421024,78.413085,3.3,No,7,Sold,Godrej Properties,2022-10-26
PROP00192,Indiranagar Towers,Bangalore,Indiranagar,9449000,4,4,722,Apartment,12.987601,77.611815,6.3,Yes,25,Under Construction,Sobha Ltd,2024-11-26
PROP00350,Velachery Gardens,Chennai,Velachery,11014000,3,2,1641,Apartment,13.053516,80.331442,5.9,Yes,7,Under Construction,Lodha Group,2024-06-26
PROP01000,Thaltej Homes,Ahmedabad,Thaltej,13435000,4,3,1541,Independent House,22.962698,72.497227,0.8,Yes,3,Available,Oberoi Realty,2024-02-23
PROP00815,Nungambakkam Court,Chennai,Nungambakkam,37553000,4,4,2340,Villa,13.051345,80.310837,3.7,No,0,Available,Tata Housing,2022-12-08
PROP00737,Navi Mumbai Court,Mumbai,Navi Mumbai,28496000,1,1,1009,Apartment,19.101588,72.882899,5.4,Yes,15,Sold,DLF Ltd,2025-05-31
PROP00487,Indiranagar Gardens,Bangalore,Indiranagar,61034000,5,5,3730,Penthouse,12.899237,77.526845,0.6,Yes,15,Available,Godrej Properties,2024-08-09
PROP00219,Janakpuri Heights,Delhi,Janakpuri,23283000,3,3,1910,Independent House,28.765751,77.036696,5.7,Yes,10,Available,Sobha Ltd,2023-05-27
PROP01129,Kharadi Heights,Pune,Kharadi,39284000,4,4,3175,Independent House,18.491172,73.890728,5,Yes,15,Available,Tata Housing,2022-09-01
PROP00111,Whitefield Court,bangalore,Whitefield,17461000,4,4,1381,Apartment,13.011584,77.540198,0.4,,0,Available,Sobha Ltd,2026-05-14
PROP00418,Adyar Heights,Chennai,Adyar,4894000,1,1,386,Studio,13.055965,80.195934,3.5,Yes,20,Available,Sobha Ltd,2026-06-02
PROP00732,Kharadi Heights,Pune,Kharadi,11415000,2,2,1444,Apartment,18.455119,73.778308,3.4,Yes,0,Under Construction,Sobha Ltd,2022-04-27
PROP01091,SG Highway Residency,Ahmedabad,SG Highway,8020000,3,3,1155,Apartment,23.001089,72.552856,7.6,Yes,1,Available,Godrej Properties,2023-08-26
PROP00168,Jayanagar Heights,Bangalore,Jayanagar,47155000,4,4,3962,Villa,12.942662,77.63218,5.1,Yes,5,Available,Oberoi Realty,2024-01-18
PROP01024,Hadapsar Towers,Pune,Hadapsar,6279000,2,2,586,Apartment,18.594814,73.786748,6.7,No,10,Under Construction,Tata Housing,2025-03-17
PROP00976,HSR Layout Heights,Bangalore,HSR Layout,6566000,1,1,459,Studio,12.968124,77.54886,1.5,Yes,1,Sold,Shapoorji Pallonji,2022-10-25
PROP00774,Tambaram Heights,Chennai,Tambaram,3609000,1,1,487,Studio,13.092686,80.268896,4.1,Yes,5,Available,Puravankara,2024-11-19
PROP00678,Hitech City Residency,Hyderabad,Hitech City,7522000,4,4,706,Apartment,17.365041,78.456874,7.3,Yes,1,Available,Prestige Group,2025-09-12
PROP00367,Adyar Residency,Chennai,Adyar,25979000,3,2,2357,Independent House,13.091528,80.193695,4.7,Yes,5,Available,Prestige Group,2023-07-29
PROP01145,Porur Homes,Chennai,Porur,21249000,4,4,1645,Apartment,13.130491,80.338308,6.4,Yes,2,Available,Lodha Group,2023-04-29
PROP00743,Kharadi Court,Pune,Kharadi,13831000,4,4,1016,Apartment,18.599115,73.932745,0.3,Yes,15,Sold,Tata Housing,2023-04-26
PROP00775,Navi Mumbai Estate,Mumbai,Navi Mumbai,32670000,4,4,1460,Independent House,19.115704,72.824292,3.6,Yes,0,Under Construction,Puravankara,2022-12-16
PROP00601,Nungambakkam Enclave,Chennai,Nungambakkam,5311000,1,1,788,Apartment,13.105325,80.336057,2,No,3,Sold,Godrej Properties,2026-06-15
PROP00943,Navrangpura Estate,Ahmedabad,Navrangpura,7545000,2,2,1483,Apartment,23.039547,72.536962,4.8,Yes,0,Available,Brigade Group,2025-02-05
PROP00220,Electronic City Towers,Bangalore,Electronic City,15343000,2,2,1298,Independent House,12.958745,77.541214,3.4,,5,Available,,2024-09-08
PROP00076,Prahlad Nagar Residency,Ahmedabad,Prahlad Nagar,39552000,4,4,3345,Villa,22.986864,72.648845,7.9,Yes,1,Available,DLF Ltd,2022-09-27
PROP00308,Karol Bagh Enclave,Delhi,Karol Bagh,15643000,3,3,1252,Apartment,28.691931,77.089555,6.1,Yes,7,Available,Prestige Group,2025-03-16
PROP00092,Madhapur Homes,Hyderabad,Madhapur,11628000,2,1,1920,Independent House,17.378879,78.412717,3.1,Yes,0,Sold,Godrej Properties,2025-06-13
PROP00065,Marathahalli Enclave,Bangalore,Marathahalli,20198000,3,2,1393,Apartment,12.920409,77.542611,5,No,20,Sold,Puravankara,2025-04-09
PROP00639,Saket Heights,Delhi,Saket,21652000,3,3,1459,Apartment,28.700725,77.061509,4.4,Yes,25,Available,DLF Ltd,2022-04-02
PROP00023,Kothrud Towers,Pune,Kothrud,5376000,4,3,855,Apartment,18.499475,73.865104,3.6,Yes,3,Available,DLF Ltd,2024-01-03
PROP00436,Kothrud Residency,Pune,Kothrud,17141000,3,3,2391,Independent House,18.514167,73.887625,3,Yes,3,Available,Independent Builder,2023-12-31
PROP00070,Navrangpura Towers,Ahmedabad,Navrangpura,44473000,4,4,5401,Villa,23.019596,72.620438,6,Yes,0,Available,Godrej Properties,2022-10-16
PROP00590,Rohini Enclave,delhi,Rohini,16230000,4,4,609,Apartment,28.67634,77.083858,2.4,Yes,25,Available,Independent Builder,2022-09-10
PROP00617,Secunderabad Estate,Hyderabad,Secunderabad,14415000,1,1,1810,Apartment,17.361623,78.407525,7.1,Yes,7,Available,Godrej Properties,2024-06-01
PROP00456,Kondapur Homes,Hyderabad,Kondapur,9075000,2,2,1294,Apartment,17.406671,78.562557,0.8,Yes,3,Available,Lodha Group,2025-03-20
PROP00540,Gachibowli Court,Hyderabad,Gachibowli,19879000,1,1,1858,Apartment,17.379646,78.440802,3.9,Yes,7,Available,Prestige Group,2022-01-14
PROP00967,Adyar Estate,Chennai,Adyar,18910000,2,2,2223,Independent House,13.043625,80.266476,6.4,Yes,7,Sold,Tata Housing,2023-12-20
PROP00970,Marathahalli Heights,Bangalore,Marathahalli,14250000,2,1,1718,Independent House,12.974278,77.542427,3.7,Yes,0,Available,Brigade Group,2024-05-23
PROP00492,Malad Towers,Mumbai,Malad,40338000,3,3,2170,Independent House,19.022577,72.822088,5.7,No,10,Available,Puravankara,2025-04-13
PROP00405,Juhu Residency,Mumbai,Juhu,100954000,4,4,2258,Villa,19.153151,72.906244,2.7,Yes,5,Sold,Sobha Ltd,2026-04-15
PROP00950,Jayanagar Homes,Bangalore,Jayanagar,104881000,4,4,5419,Villa,12.922924,77.658269,3.3,Yes,10,Available,,2025-08-27
PROP00141,Hadapsar Towers,Pune,Hadapsar,24361000,4,3,2319,Villa,18.584862,73.809045,4.4,Yes,5,Under Construction,Puravankara,2022-08-27
PROP00447,Velachery Gardens,Chennai,Velachery,12904000,2,2,1243,Apartment,13.161206,80.210342,6.7,No,3,Sold,Tata Housing,2025-04-30
PROP00043,Kukatpally Estate,Hyderabad,Kukatpally,27833000,3,2,2461,Independent House,17.37938,78.538818,4.8,Yes,2,Sold,Godrej Properties,2023-07-26
PROP00629,Madhapur Residency,Hyderabad,Madhapur,7767000,1,,636,Studio,17.376757,78.521472,7.3,Yes,10,Available,Shapoorji Pallonji,2026-06-08
PROP01070,Secunderabad Gardens,Hyderabad,Secunderabad,92439000,3,2,5163,Villa,17.441985,78.490831,1.2,Yes,3,Sold,Godrej Properties,2024-03-13
PROP00514,Nungambakkam Gardens,Chennai,Nungambakkam,14542000,4,4,1216,Apartment,13.10902,80.256241,2,No,5,Available,Independent Builder,2024-06-26
PROP00714,Vasant Kunj Heights,Delhi,Vasant Kunj,8982000,1,1,429,Studio,28.739163,77.172345,6.5,Yes,0,Available,Prestige Group,2025-05-21
PROP01080,Navrangpura Heights,Ahmedabad,Navrangpura,57461000,3,2,4391,Penthouse,23.057746,72.575316,0.3,Yes,2,Sold,DLF Ltd,2025-04-15
PROP00410,Nungambakkam Enclave,Chennai,Nungambakkam,11947000,2,2,1922,Apartment,13.060971,80.224234,2.2,No,0,Available,DLF Ltd,2025-01-05
PROP00548,Yelahanka Estate,Bangalore,Yelahanka,76063000,4,4,4391,Villa,12.959776,77.589408,3.4,No,5,Available,DLF Ltd,2023-01-03
PROP00889,Koramangala Enclave,Bangalore,Koramangala,30083000,3,2,1725,Apartment,12.953592,77.579812,5.6,Yes,5,Available,Lodha Group,2023-12-29
PROP00228,Maninagar Homes,Ahmedabad,Maninagar,4214000,4,4,687,Apartment,23.006077,72.54358,2.4,No,0,Sold,Tata Housing,2025-04-18
PROP01043,Banjara Hills Heights,Hyderabad,Banjara Hills,27628000,3,3,2380,Independent House,17.397833,78.561448,2.1,Yes,2,Under Construction,Local Developer,2022-04-06
PROP01103,Worli Estate,Mumbai,Worli,44388000,3,3,1025,Apartment,19.148671,72.847972,5.8,Yes,2,Available,Oberoi Realty,2022-08-11
PROP01102,Nungambakkam Gardens,Chennai,Nungambakkam,39872000,4,4,3089,Independent House,13.159817,80.281167,7.5,Yes,3,Available,Shapoorji Pallonji,2025-10-13
PROP00515,T Nagar Residency,Chennai,T Nagar,3856000,1,1,362,Studio,13.126155,80.240116,,Yes,2,Under Construction,Shapoorji Pallonji,2025-03-27
PROP00001,T Nagar Residency,Chennai,T Nagar,7225000,2,2,1051,Apartment,13.019099,80.309207,4.5,No,0,Available,Sobha Ltd,2023-04-22
PROP00129,Vasant Kunj Residency,Delhi,Vasant Kunj,7254000,4,4,775,Apartment,28.674291,77.046729,5.6,No,15,Sold,Puravankara,2026-02-15
